Headwords,# Collocates,Total headwords,# Collocates,Headword,POS,Position,Collocate,POS,Position,Total collocations
,,,13,impact,n,2,significant,adj,1,
,,,12,process,n,2,complex,adj,1,
,,,12,process,n,2,continuous,adj,1,
,,,12,process,n,2,creative,adj,1,
,,,12,process,n,2,democratic,adj,1,
,,,12,process,n,2,developmental,adj,1,
,,,12,process,n,2,due,adj,1,
,,,12,process,n,2,dynamic,adj,1,
,,,12,process,n,2,evolutionary,adj,1,
,,,12,process,n,2,natural,adj,1,
,,,12,process,n,2,ongoing,adj,1,
,,,12,process,n,2,slow,adj,1,
,,,12,process,n,2,underlying,adj,1,
,,,19,factor,n,2,associated,adj,1,
,,,19,factor,n,2,contextual,adj,1,
,,,19,factor,n,2,critical,adj,1,
,,,19,factor,n,2,crucial,adj,1,
,,,19,factor,n,2,cultural,adj,1,
,,,19,factor,n,2,demographic,adj,1,
,,,19,factor,n,2,economic,adj,1,
,,,19,factor,n,2,environmental,adj,1,
,,,19,factor,n,2,external,adj,1,
,,,19,factor,n,2,historical,adj,1,
,,,19,factor,n,2,key,adj,1,
,,,19,factor,n,2,main,adj,1,
,,,19,factor,n,2,major,adj,1,
,,,19,factor,n,2,political,adj,1,
,,,19,factor,n,2,related,adj,1,
,,,19,factor,n,2,relevant,adj,1,
,,,19,factor,n,2,significant,adj,1,
,,,19,factor,n,2,social,adj,1,
,,,19,factor,n,2,specific,adj,1,
,,,4,energy,n,2,atomic,adj,1,
,,,4,energy,n,2,nuclear,adj,1,
,,,4,energy,n,2,renewable,adj,1,
,,,4,energy,n,2,solar,adj,1,
,,,3,score,n,2,average,adj,1,
,,,3,score,n,2,high,adj,1,
,,,3,score,n,2,mean,adj,1,
,,,5,assumption,n,2,basic,adj,1,
,,,5,assumption,n,2,certain,adj,1,
,,,5,assumption,n,2,common,adj,1,
,,,5,assumption,n,2,fundamental,adj,1,
,,,5,assumption,n,2,underlying,adj,1,
,,,7,component,n,2,basic,adj,1,
,,,7,component,n,2,essential,adj,1,
,,,7,component,n,2,fundamental,adj,1,
,,,7,component,n,2,individual,adj,1,
,,,7,component,n,2,key,adj,1,
,,,7,component,n,2,main,adj,1,
,,,7,component,n,2,major,adj,1,
,,,9,element,n,2,basic,adj,1,
,,,9,element,n,2,constituent,adj,1,
,,,9,element,n,2,core,adj,1,
,,,9,element,n,2,essential,adj,1,
,,,9,element,n,2,individual,adj,1,
,,,9,element,n,2,key,adj,1,
,,,9,element,n,2,main,adj,1,
,,,9,element,n,2,single,adj,1,
,,,9,element,n,2,structural,adj,1,
,,,6,function,n,2,basic,adj,1,
,,,6,function,n,2,essential,adj,1,
,,,6,function,n,2,main,adj,1,
,,,6,function,n,2,primary,adj,1,
,,,6,function,n,2,social,adj,1,
,,,6,function,n,2,specific,adj,1,
,,,1,premise,n,2,basic,adj,1,
,,,11,principle,n,2,basic,adj,1,
,,,11,principle,n,2,established,adj,1,
,,,11,principle,n,2,ethical,adj,1,
,,,11,principle,n,2,fundamental,adj,1,
,,,11,principle,n,2,general,adj,1,
,,,11,principle,n,2,guiding,adj,1,
,,,11,principle,n,2,key,adj,1,
,,,11,principle,n,2,main,adj,1,
,,,11,principle,n,2,moral,adj,1,
,,,11,principle,n,2,organising,adj,1,
,,,11,principle,n,2,underlying,adj,1,
,,,15,structure,n,2,basic,adj,1,
,,,15,structure,n,2,clear,adj,1,
,,,15,structure,n,2,complex,adj,1,
,,,15,structure,n,2,economic,adj,1,
,,,15,structure,n,2,existing,adj,1,
,,,15,structure,n,2,formal,adj,1,
,,,15,structure,n,2,global,adj,1,
,,,15,structure,n,2,hierarchical,adj,1,
,,,15,structure,n,2,institutional,adj,1,
,,,15,structure,n,2,internal,adj,1,
,,,15,structure,n,2,organizational,adj,1,
,,,15,structure,n,2,overall,adj,1,
,,,15,structure,n,2,political,adj,1,
,,,15,structure,n,2,social,adj,1,
,,,15,structure,n,2,underlying,adj,1,
,,,2,technique,n,2,basic,adj,1,
,,,2,technique,n,2,statistical,adj,1,
,,,7,focus,n,2,central,adj,1,
,,,7,focus,n,2,clear,adj,1,
,,,7,focus,n,2,main,adj,1,
,,,7,focus,n,2,major,adj,1,
,,,7,focus,n,2,particular,adj,1,
,,,7,focus,n,2,primary,adj,1,
,,,7,focus,n,2,specific,adj,1,
,,,1,opposition,n,2,binary,adj,1,
,,,10,system,n,2,binary,adj,1,
,,,10,system,n,2,capitalist,adj,1,
,,,10,system,n,2,complex,adj,1,
,,,10,system,n,2,comprehensive,adj,1,
,,,10,system,n,2,dynamic,adj,1,
,,,10,system,n,2,economic,adj,1,
,,,10,system,n,2,educational,adj,1,
,,,10,system,n,2,integrated,adj,1,
,,,10,system,n,2,legal,adj,1,
,,,10,system,n,2,solar,adj,1,
,,,1,evolution,n,2,biological,adj,1,
,,,3,science,n,2,biological,adj,1,
,,,3,science,n,2,natural,adj,1,
,,,3,science,n,2,physical,adj,1,
,,,2,sex,n,2,biological,adj,1,
,,,2,sex,n,2,safe,adj,1,
,,,3,account,n,2,brief,adj,1,
,,,3,account,n,2,comprehensive,adj,1,
,,,3,account,n,2,historical,adj,1,
,,,5,discussion,n,2,brief,adj,1,
,,,5,discussion,n,2,early,adj,1,
,,,5,discussion,n,2,full,adj,1,
,,,5,discussion,n,2,preceding,adj,1,
,,,5,discussion,n,2,previous,adj,1,
,,,4,history,n,2,brief,adj,1,
,,,4,history,n,2,cultural,adj,1,
,,,4,history,n,2,natural,adj,1,
,,,4,history,n,2,oral,adj,1,
,,,2,introduction,n,2,brief,adj,1,
,,,2,introduction,n,2,critical,adj,1,
,,,3,overview,n,2,brief,adj,1,
,,,3,overview,n,2,comprehensive,adj,1,
,,,3,overview,n,2,general,adj,1,
,,,9,period,n,2,brief,adj,1,
,,,9,period,n,2,early,adj,1,
,,,9,period,n,2,entire,adj,1,
,,,9,period,n,2,extended,adj,1,
,,,9,period,n,2,given,adj,1,
,,,9,period,n,2,historical,adj,1,
,,,9,period,n,2,initial,adj,1,
,,,9,period,n,2,short,adj,1,
,,,9,period,n,2,whole,adj,1,
,,,2,summary,n,2,brief,adj,1,
,,,2,summary,n,2,useful,adj,1,
,,,3,time,n,2,brief,adj,1,
,,,3,time,n,2,early,adj,1,
,,,3,time,n,2,prime,adj,1,
,,,3,agreement,n,2,broad,adj,1,
,,,3,agreement,n,2,general,adj,1,
,,,3,agreement,n,2,international,adj,1,
,,,3,category,n,2,broad,adj,1,
,,,3,category,n,2,general,adj,1,
,,,3,category,n,2,main,adj,1,
,,,4,definition,n,2,broad,adj,1,
,,,4,definition,n,2,general,adj,1,
,,,4,definition,n,2,narrow,adj,1,
,,,4,definition,n,2,precise,adj,1,
,,,11,range,n,2,broad,adj,1,
,,,11,range,n,2,diverse,adj,1,
,,,11,range,n,2,entire,adj,1,
,,,11,range,n,2,full,adj,1,
,,,11,range,n,2,great,adj,1,
,,,11,range,n,2,large,adj,1,
,,,11,range,n,2,limited,adj,1,
,,,11,range,n,2,narrow,adj,1,
,,,11,range,n,2,vast,adj,1,
,,,11,range,n,2,whole,adj,1,
,,,11,range,n,2,wide,adj,1,
,,,2,spectrum,n,2,broad,adj,1,
,,,2,spectrum,n,2,political,adj,1,
,,,13,context,n,2,broad,adj,1,
,,,13,context,n,2,cultural,adj,1,
,,,13,context,n,2,economic,adj,1,
,,,13,context,n,2,global,adj,1,
,,,13,context,n,2,historical,adj,1,
,,,13,context,n,2,institutional,adj,1,
,,,13,context,n,2,international,adj,1,
,,,13,context,n,2,original,adj,1,
,,,13,context,n,2,political,adj,1,
,,,13,context,n,2,present,adj,1,
,,,13,context,n,2,social,adj,1,
,,,13,context,n,2,specific,adj,1,
,,,13,context,n,2,wide,adj,1,
,,,4,sector,n,2,economic,adj,1,
,,,4,sector,n,2,manufacturing,adj,1,
,,,4,sector,n,2,private,adj,1,
,,,4,sector,n,2,public,adj,1,
,,,1,transaction,n,2,commercial,adj,1,
,,,3,country,n,2,capitalist,adj,1,
,,,3,country,n,2,industrial,adj,1,
,,,3,country,n,2,industrialized,adj,1,
,,,11,society,n,2,capitalist,adj,1,
,,,11,society,n,2,civil,adj,1,
,,,11,society,n,2,contemporary,adj,1,
,,,11,society,n,2,democratic,adj,1,
,,,11,society,n,2,human,adj,1,
,,,11,society,n,2,industrial,adj,1,
,,,11,society,n,2,modern,adj,1,
,,,11,society,n,2,rural,adj,1,
,,,11,society,n,2,traditional,adj,1,
,,,11,society,n,2,western,adj,1,
,,,11,society,n,2,wide,adj,1,
,,,4,opportunity,n,2,educational,adj,1,
,,,4,opportunity,n,2,equal,adj,1,
,,,4,opportunity,n,2,limited,adj,1,
,,,4,opportunity,n,2,unique,adj,1,
,,,17,analysis,n,2,careful,adj,1,
,,,17,analysis,n,2,comparative,adj,1,
,,,17,analysis,n,2,critical,adj,1,
,,,17,analysis,n,2,detailed,adj,1,
,,,17,analysis,n,2,economic,adj,1,
,,,17,analysis,n,2,final,adj,1,
,,,17,analysis,n,2,full,adj,1,
,,,17,analysis,n,2,further,adj,1,
,,,17,analysis,n,2,historical,adj,1,
,,,17,analysis,n,2,qualitative,adj,1,
,,,17,analysis,n,2,quantitative,adj,1,
,,,17,analysis,n,2,statistical,adj,1,
,,,17,analysis,n,2,subsequent,adj,1,
,,,17,analysis,n,2,systematic,adj,1,
,,,17,analysis,n,2,textual,adj,1,
,,,17,analysis,n,2,thematic,adj,1,
,,,17,analysis,n,2,theoretical,adj,1,
,,,3,attention,n,2,careful,adj,1,
,,,3,attention,n,2,considerable,adj,1,
,,,3,attention,n,2,critical,adj,1,
,,,5,consideration,n,2,careful,adj,1,
,,,5,consideration,n,2,ethical,adj,1,
,,,5,consideration,n,2,further,adj,1,
,,,5,consideration,n,2,political,adj,1,
,,,5,consideration,n,2,practical,adj,1,
,,,2,task,n,2,main,adj,1,
,,,2,task,n,2,primary,adj,1,
,,,3,link,n,2,causal,adj,1,
,,,3,link,n,2,direct,adj,1,
,,,3,link,n,2,strong,adj,1,
,,,2,relation,n,2,causal,adj,1,
,,,2,relation,n,2,economic,adj,1,
,,,17,relationship,n,2,causal,adj,1,
,,,17,relationship,n,2,clear,adj,1,
,,,17,relationship,n,2,close,adj,1,
,,,17,relationship,n,2,complex,adj,1,
,,,17,relationship,n,2,direct,adj,1,
,,,17,relationship,n,2,economic,adj,1,
,,,17,relationship,n,2,interpersonal,adj,1,
,,,17,relationship,n,2,intimate,adj,1,
,,,17,relationship,n,2,linear,adj,1,
,,,17,relationship,n,2,personal,adj,1,
,,,17,relationship,n,2,positive,adj,1,
,,,17,relationship,n,2,reciprocal,adj,1,
,,,17,relationship,n,2,significant,adj,1,
,,,17,relationship,n,2,social,adj,1,
,,,17,relationship,n,2,special,adj,1,
,,,17,relationship,n,2,strong,adj,1,
,,,17,relationship,n,2,symbiotic,adj,1,
,,,9,consequence,n,2,direct,adj,1,
,,,9,consequence,n,2,economic,adj,1,
,,,9,consequence,n,2,environmental,adj,1,
,,,9,consequence,n,2,negative,adj,1,
,,,9,consequence,n,2,political,adj,1,
,,,9,consequence,n,2,possible,adj,1,
,,,9,consequence,n,2,serious,adj,1,
,,,9,consequence,n,2,social,adj,1,
,,,9,consequence,n,2,unintended,adj,1,
,,,4,authority,n,2,central,adj,1,
,,,4,authority,n,2,local,adj,1,
,,,4,authority,n,2,political,adj,1,
,,,4,authority,n,2,public,adj,1,
,,,4,concern,n,2,central,adj,1,
,,,4,concern,n,2,environmental,adj,1,
,,,4,concern,n,2,major,adj,1,
,,,4,concern,n,2,primary,adj,1,
,,,3,control,n,2,central,adj,1,
,,,3,control,n,2,internal,adj,1,
,,,3,control,n,2,personal,adj,1,
,,,1,core,n,2,central,adj,1,
,,,20,feature,n,2,central,adj,1,
,,,20,feature,n,2,characteristic,adj,1,
,,,20,feature,n,2,common,adj,1,
,,,20,feature,n,2,defining,adj,1,
,,,20,feature,n,2,distinctive,adj,1,
,,,20,feature,n,2,distinguishing,adj,1,
,,,20,feature,n,2,essential,adj,1,
,,,20,feature,n,2,general,adj,1,
,,,20,feature,n,2,key,adj,1,
,,,20,feature,n,2,main,adj,1,
,,,20,feature,n,2,major,adj,1,
,,,20,feature,n,2,particular,adj,1,
,,,20,feature,n,2,physical,adj,1,
,,,20,feature,n,2,positive,adj,1,
,,,20,feature,n,2,prominent,adj,1,
,,,20,feature,n,2,salient,adj,1,
,,,20,feature,n,2,significant,adj,1,
,,,20,feature,n,2,specific,adj,1,
,,,20,feature,n,2,striking,adj,1,
,,,20,feature,n,2,structural,adj,1,
,,,11,importance,n,2,central,adj,1,
,,,11,importance,n,2,considerable,adj,1,
,,,11,importance,n,2,critical,adj,1,
,,,11,importance,n,2,crucial,adj,1,
,,,11,importance,n,2,fundamental,adj,1,
,,,11,importance,n,2,increased,adj,1,
,,,11,importance,n,2,increasing,adj,1,
,,,11,importance,n,2,paramount,adj,1,
,,,11,importance,n,2,perceived,adj,1,
,,,11,importance,n,2,strategic,adj,1,
,,,11,importance,n,2,vital,adj,1,
,,,9,part,n,2,central,adj,1,
,,,9,part,n,2,constituent,adj,1,
,,,9,part,n,2,crucial,adj,1,
,,,9,part,n,2,integral,adj,1,
,,,9,part,n,2,major,adj,1,
,,,9,part,n,2,previous,adj,1,
,,,9,part,n,2,significant,adj,1,
,,,9,part,n,2,substantial,adj,1,
,,,9,part,n,2,vital,adj,1,
,,,8,position,n,2,central,adj,1,
,,,8,position,n,2,dominant,adj,1,
,,,8,position,n,2,final,adj,1,
,,,8,position,n,2,initial,adj,1,
,,,8,position,n,2,legal,adj,1,
,,,8,position,n,2,original,adj,1,
,,,8,position,n,2,privileged,adj,1,
,,,8,position,n,2,unique,adj,1,
,,,8,question,n,2,central,adj,1,
,,,8,question,n,2,complex,adj,1,
,,,8,question,n,2,crucial,adj,1,
,,,8,question,n,2,ethical,adj,1,
,,,8,question,n,2,fundamental,adj,1,
,,,8,question,n,2,reflective,adj,1,
,,,8,question,n,2,related,adj,1,
,,,8,question,n,2,specific,adj,1,
,,,1,tenet,n,2,central,adj,1,
,,,6,theme,n,2,central,adj,1,
,,,6,theme,n,2,common,adj,1,
,,,6,theme,n,2,key,adj,1,
,,,6,theme,n,2,main,adj,1,
,,,6,theme,n,2,major,adj,1,
,,,6,theme,n,2,recurrent,adj,1,
,,,13,aspect,n,2,certain,adj,1,
,,,13,aspect,n,2,cultural,adj,1,
,,,13,aspect,n,2,fundamental,adj,1,
,,,13,aspect,n,2,general,adj,1,
,,,13,aspect,n,2,key,adj,1,
,,,13,aspect,n,2,negative,adj,1,
,,,13,aspect,n,2,particular,adj,1,
,,,13,aspect,n,2,positive,adj,1,
,,,13,aspect,n,2,related,adj,1,
,,,13,aspect,n,2,social,adj,1,
,,,13,aspect,n,2,specific,adj,1,
,,,13,aspect,n,2,technical,adj,1,
,,,13,aspect,n,2,various,adj,1,
,,,11,characteristic,n,2,certain,adj,1,
,,,11,characteristic,n,2,common,adj,1,
,,,11,characteristic,n,2,defining,adj,1,
,,,11,characteristic,n,2,demographic,adj,1,
,,,11,characteristic,n,2,individual,adj,1,
,,,11,characteristic,n,2,key,adj,1,
,,,11,characteristic,n,2,main,adj,1,
,,,11,characteristic,n,2,physical,adj,1,
,,,11,characteristic,n,2,salient,adj,1,
,,,11,characteristic,n,2,similar,adj,1,
,,,11,characteristic,n,2,specific,adj,1,
,,,9,circumstance,n,2,certain,adj,1,
,,,9,circumstance,n,2,changing,adj,1,
,,,9,circumstance,n,2,exceptional,adj,1,
,,,9,circumstance,n,2,historical,adj,1,
,,,9,circumstance,n,2,local,adj,1,
,,,9,circumstance,n,2,personal,adj,1,
,,,9,circumstance,n,2,political,adj,1,
,,,9,circumstance,n,2,social,adj,1,
,,,9,circumstance,n,2,special,adj,1,
,,,6,attitude,n,2,changing,adj,1,
,,,6,attitude,n,2,cultural,adj,1,
,,,6,attitude,n,2,negative,adj,1,
,,,6,attitude,n,2,positive,adj,1,
,,,6,attitude,n,2,public,adj,1,
,,,6,attitude,n,2,social,adj,1,
,,,3,nature,n,2,changing,adj,1,
,,,3,nature,n,2,dynamic,adj,1,
,,,3,nature,n,2,precise,adj,1,
,,,5,need,n,2,changing,adj,1,
,,,5,need,n,2,individual,adj,1,
,,,5,need,n,2,perceived,adj,1,
,,,5,need,n,2,physical,adj,1,
,,,5,need,n,2,specific,adj,1,
,,,4,pattern,n,2,changing,adj,1,
,,,4,pattern,n,2,complex,adj,1,
,,,4,pattern,n,2,consistent,adj,1,
,,,4,pattern,n,2,similar,adj,1,
,,,4,case,n,2,civil,adj,1,
,,,4,case,n,2,exceptional,adj,1,
,,,4,case,n,2,individual,adj,1,
,,,4,case,n,2,specific,adj,1,
,,,1,consciousness,n,2,political,adj,1,
,,,6,example,n,2,classic,adj,1,
,,,6,example,n,2,obvious,adj,1,
,,,6,example,n,2,prime,adj,1,
,,,6,example,n,2,specific,adj,1,
,,,6,example,n,2,striking,adj,1,
,,,6,example,n,2,typical,adj,1,
,,,5,text,n,2,classic,adj,1,
,,,5,text,n,2,introductory,adj,1,
,,,5,text,n,2,key,adj,1,
,,,5,text,n,2,literary,adj,1,
,,,5,text,n,2,original,adj,1,
,,,3,boundary,n,2,clear,adj,1,
,,,3,boundary,n,2,cultural,adj,1,
,,,3,boundary,n,2,national,adj,1,
,,,2,distinction,n,2,clear,adj,1,
,,,2,distinction,n,2,sharp,adj,1,
,,,1,indication,n,2,clear,adj,1,
,,,3,statement,n,2,clear,adj,1,
,,,3,statement,n,2,general,adj,1,
,,,3,statement,n,2,written,adj,1,
,,,13,change,n,2,cultural,adj,1,
,,,13,change,n,2,demographic,adj,1,
,,,13,change,n,2,dramatic,adj,1,
,,,13,change,n,2,economic,adj,1,
,,,13,change,n,2,environmental,adj,1,
,,,13,change,n,2,fundamental,adj,1,
,,,13,change,n,2,historical,adj,1,
,,,13,change,n,2,major,adj,1,
,,,13,change,n,2,minor,adj,1,
,,,13,change,n,2,radical,adj,1,
,,,13,change,n,2,significant,adj,1,
,,,13,change,n,2,structural,adj,1,
,,,13,change,n,2,technological,adj,1,
,,,7,contact,n,2,close,adj,1,
,,,7,contact,n,2,direct,adj,1,
,,,7,contact,n,2,first,adj,1,
,,,7,contact,n,2,personal,adj,1,
,,,7,contact,n,2,physical,adj,1,
,,,7,contact,n,2,sexual,adj,1,
,,,7,contact,n,2,social,adj,1,
,,,2,proximity,n,2,close,adj,1,
,,,2,proximity,n,2,physical,adj,1,
,,,2,scrutiny,n,2,close,adj,1,
,,,2,scrutiny,n,2,critical,adj,1,
,,,3,examination,n,2,close,adj,1,
,,,3,examination,n,2,critical,adj,1,
,,,3,examination,n,2,detailed,adj,1,
,,,1,inspection,n,2,close,adj,1,
,,,1,look,n,2,close,adj,1,
,,,1,ability,n,2,cognitive,adj,1,
,,,9,identity,n,2,collective,adj,1,
,,,9,identity,n,2,cultural,adj,1,
,,,9,identity,n,2,ethnic,adj,1,
,,,9,identity,n,2,multiple,adj,1,
,,,9,identity,n,2,national,adj,1,
,,,9,identity,n,2,political,adj,1,
,,,9,identity,n,2,religious,adj,1,
,,,9,identity,n,2,sexual,adj,1,
,,,9,identity,n,2,social,adj,1,
,,,1,memory,n,2,collective,adj,1,
,,,10,activity,n,2,commercial,adj,1,
,,,10,activity,n,2,cultural,adj,1,
,,,10,activity,n,2,economic,adj,1,
,,,10,activity,n,2,human,adj,1,
,,,10,activity,n,2,learning,adj,1,
,,,10,activity,n,2,physical,adj,1,
,,,10,activity,n,2,political,adj,1,
,,,10,activity,n,2,professional,adj,1,
,,,10,activity,n,2,related,adj,1,
,,,10,activity,n,2,social,adj,1,
,,,2,offence,n,2,criminal,adj,1,
,,,2,offence,n,2,serious,adj,1,
,,,1,ancestor,n,2,common,adj,1,
,,,9,culture,n,2,common,adj,1,
,,,9,culture,n,2,dominant,adj,1,
,,,9,culture,n,2,global,adj,1,
,,,9,culture,n,2,local,adj,1,
,,,9,culture,n,2,modern,adj,1,
,,,9,culture,n,2,national,adj,1,
,,,9,culture,n,2,political,adj,1,
,,,9,culture,n,2,popular,adj,1,
,,,9,culture,n,2,traditional,adj,1,
,,,3,error,n,2,common,adj,1,
,,,3,error,n,2,random,adj,1,
,,,3,error,n,2,standard,adj,1,
,,,1,usage,n,2,common,adj,1,
,,,7,argument,n,2,compelling,adj,1,
,,,7,argument,n,2,counter,adj,1,
,,,7,argument,n,2,general,adj,1,
,,,7,argument,n,2,logical,adj,1,
,,,7,argument,n,2,main,adj,1,
,,,7,argument,n,2,similar,adj,1,
,,,7,argument,n,2,valid,adj,1,
,,,5,reason,n,2,compelling,adj,1,
,,,5,reason,n,2,major,adj,1,
,,,5,reason,n,2,obvious,adj,1,
,,,5,reason,n,2,primary,adj,1,
,,,5,reason,n,2,underlying,adj,1,
,,,6,market,n,2,competitive,adj,1,
,,,6,market,n,2,domestic,adj,1,
,,,6,market,n,2,financial,adj,1,
,,,6,market,n,2,global,adj,1,
,,,6,market,n,2,internal,adj,1,
,,,6,market,n,2,national,adj,1,
,,,3,pressure,n,2,competitive,adj,1,
,,,3,pressure,n,2,increased,adj,1,
,,,3,pressure,n,2,increasing,adj,1,
,,,17,area,n,2,complex,adj,1,
,,,17,area,n,2,core,adj,1,
,,,17,area,n,2,geographical,adj,1,
,,,17,area,n,2,key,adj,1,
,,,17,area,n,2,local,adj,1,
,,,17,area,n,2,main,adj,1,
,,,17,area,n,2,major,adj,1,
,,,17,area,n,2,metropolitan,adj,1,
,,,17,area,n,2,particular,adj,1,
,,,17,area,n,2,related,adj,1,
,,,17,area,n,2,rural,adj,1,
,,,17,area,n,2,specific,adj,1,
,,,17,area,n,2,subject,adj,1,
,,,17,area,n,2,urban,adj,1,
,,,17,area,n,2,vast,adj,1,
,,,17,area,n,2,whole,adj,1,
,,,17,area,n,2,wide,adj,1,
,,,4,interaction,n,2,complex,adj,1,
,,,4,interaction,n,2,human,adj,1,
,,,4,interaction,n,2,significant,adj,1,
,,,4,interaction,n,2,social,adj,1,
,,,1,set,n,2,complex,adj,1,
,,,2,situation,n,2,complex,adj,1,
,,,2,situation,n,2,similar,adj,1,
,,,5,framework,n,2,conceptual,adj,1,
,,,5,framework,n,2,institutional,adj,1,
,,,5,framework,n,2,legal,adj,1,
,,,5,framework,n,2,regulatory,adj,1,
,,,5,framework,n,2,theoretical,adj,1,
,,,2,effort,n,2,concerted,adj,1,
,,,2,effort,n,2,considerable,adj,1,
,,,1,remark,n,2,concluding,adj,1,
,,,6,section,n,2,concluding,adj,1,
,,,6,section,n,2,final,adj,1,
,,,6,section,n,2,introductory,adj,1,
,,,6,section,n,2,opening,adj,1,
,,,6,section,n,2,preceding,adj,1,
,,,6,section,n,2,previous,adj,1,
,,,3,probability,n,2,conditional,adj,1,
,,,3,probability,n,2,high,adj,1,
,,,3,probability,n,2,low,adj,1,
,,,10,interest,n,2,conflicting,adj,1,
,,,10,interest,n,2,considerable,adj,1,
,,,10,interest,n,2,economic,adj,1,
,,,10,interest,n,2,increased,adj,1,
,,,10,interest,n,2,increasing,adj,1,
,,,10,interest,n,2,individual,adj,1,
,,,10,interest,n,2,national,adj,1,
,,,10,interest,n,2,personal,adj,1,
,,,10,interest,n,2,renewed,adj,1,
,,,10,interest,n,2,vested,adj,1,
,,,4,implication,n,2,major,adj,1,
,,,4,implication,n,2,political,adj,1,
,,,4,implication,n,2,social,adj,1,
,,,4,implication,n,2,wide,adj,1,
,,,6,amount,n,2,considerable,adj,1,
,,,6,amount,n,2,enormous,adj,1,
,,,6,amount,n,2,huge,adj,1,
,,,6,amount,n,2,significant,adj,1,
,,,6,amount,n,2,substantial,adj,1,
,,,6,amount,n,2,vast,adj,1,
,,,4,degree,n,2,considerable,adj,1,
,,,4,degree,n,2,high,adj,1,
,,,4,degree,n,2,significant,adj,1,
,,,4,degree,n,2,varying,adj,1,
,,,3,detail,n,2,considerable,adj,1,
,,,3,detail,n,2,sufficient,adj,1,
,,,3,detail,n,2,technical,adj,1,
,,,1,extent,n,2,considerable,adj,1,
,,,7,influence,n,2,considerable,adj,1,
,,,7,influence,n,2,cultural,adj,1,
,,,7,influence,n,2,external,adj,1,
,,,7,influence,n,2,major,adj,1,
,,,7,influence,n,2,positive,adj,1,
,,,7,influence,n,2,powerful,adj,1,
,,,7,influence,n,2,significant,adj,1,
,,,6,variation,n,2,considerable,adj,1,
,,,6,variation,n,2,genetic,adj,1,
,,,6,variation,n,2,individual,adj,1,
,,,6,variation,n,2,regional,adj,1,
,,,6,variation,n,2,significant,adj,1,
,,,6,variation,n,2,wide,adj,1,
,,,7,result,n,2,consistent,adj,1,
,,,7,result,n,2,experimental,adj,1,
,,,7,result,n,2,final,adj,1,
,,,7,result,n,2,positive,adj,1,
,,,7,result,n,2,preliminary,adj,1,
,,,7,result,n,2,quantitative,adj,1,
,,,7,result,n,2,similar,adj,1,
,,,1,existence,n,2,continued,adj,1,
,,,3,growth,n,2,continued,adj,1,
,,,3,growth,n,2,economic,adj,1,
,,,3,growth,n,2,significant,adj,1,
,,,2,use,n,2,continued,adj,1,
,,,2,use,n,2,widespread,adj,1,
,,,1,wisdom,n,2,conventional,adj,1,
,,,4,meaning,n,2,literal,adj,1,
,,,4,meaning,n,2,original,adj,1,
,,,4,meaning,n,2,particular,adj,1,
,,,4,meaning,n,2,specific,adj,1,
,,,12,value,n,2,core,adj,1,
,,,12,value,n,2,cultural,adj,1,
,,,12,value,n,2,economic,adj,1,
,,,12,value,n,2,high,adj,1,
,,,12,value,n,2,intrinsic,adj,1,
,,,12,value,n,2,minimum,adj,1,
,,,12,value,n,2,negative,adj,1,
,,,12,value,n,2,numerical,adj,1,
,,,12,value,n,2,positive,adj,1,
,,,12,value,n,2,potential,adj,1,
,,,12,value,n,2,shared,adj,1,
,,,12,value,n,2,traditional,adj,1,
,,,2,topic,n,2,key,adj,1,
,,,2,topic,n,2,related,adj,1,
,,,7,environment,n,2,external,adj,1,
,,,7,environment,n,2,immediate,adj,1,
,,,7,environment,n,2,natural,adj,1,
,,,7,environment,n,2,physical,adj,1,
,,,7,environment,n,2,political,adj,1,
,,,7,environment,n,2,social,adj,1,
,,,7,environment,n,2,urban,adj,1,
,,,1,impression,n,2,first,adj,1,
,,,1,essay,n,2,critical,adj,1,
,,,1,evaluation,n,2,critical,adj,1,
,,,1,inquiry,n,2,critical,adj,1,
,,,6,perspective,n,2,critical,adj,1,
,,,6,perspective,n,2,cultural,adj,1,
,,,6,perspective,n,2,global,adj,1,
,,,6,perspective,n,2,historical,adj,1,
,,,6,perspective,n,2,new,adj,1,
,,,6,perspective,n,2,theoretical,adj,1,
,,,1,reflection,n,2,critical,adj,1,
,,,13,difference,n,2,crucial,adj,1,
,,,13,difference,n,2,cultural,adj,1,
,,,13,difference,n,2,ethnic,adj,1,
,,,13,difference,n,2,fundamental,adj,1,
,,,13,difference,n,2,individual,adj,1,
,,,13,difference,n,2,major,adj,1,
,,,13,difference,n,2,obvious,adj,1,
,,,13,difference,n,2,racial,adj,1,
,,,13,difference,n,2,radical,adj,1,
,,,13,difference,n,2,regional,adj,1,
,,,13,difference,n,2,sexual,adj,1,
,,,13,difference,n,2,significant,adj,1,
,,,13,difference,n,2,substantial,adj,1,
,,,3,dimension,n,2,cultural,adj,1,
,,,3,dimension,n,2,political,adj,1,
,,,3,dimension,n,2,social,adj,1,
,,,3,diversity,n,2,cultural,adj,1,
,,,3,diversity,n,2,ethnic,adj,1,
,,,3,diversity,n,2,great,adj,1,
,,,1,heritage,n,2,cultural,adj,1,
,,,2,norm,n,2,cultural,adj,1,
,,,2,norm,n,2,social,adj,1,
,,,2,phenomenon,n,2,cultural,adj,1,
,,,2,phenomenon,n,2,social,adj,1,
,,,7,significance,n,2,cultural,adj,1,
