Headwords,# Collocates,Total headwords,# Collocates,Headword,POS,Position,Collocate,POS,Position,Total collocations
,,,8,first,adj,1,draft,n,2,
,,,8,first,adj,1,encounter,n,2,
,,,8,first,adj,1,generation,n,2,
,,,8,first,adj,1,impression,n,2,
,,,8,first,adj,1,phase,n,2,
,,,8,first,adj,1,priority,n,2,
,,,1,flexible,adj,1,approach,n,2,
,,,1,focal,adj,1,point,n,2,
,,,1,following,adj,1,chapter,n,2,
,,,4,foreign,adj,1,currency,n,2,
,,,4,foreign,adj,1,investment,n,2,
,,,4,foreign,adj,1,investor,n,2,
,,,4,foreign,adj,1,policy,n,2,
,,,1,formal,adj,1,structure,n,2,
,,,2,free,adj,1,access,n,2,
,,,2,free,adj,1,movement,n,2,
,,,7,full,adj,1,analysis,n,2,
,,,7,full,adj,1,employment,n,2,
,,,7,full,adj,1,information,n,2,
,,,7,full,adj,1,participation,n,2,
,,,7,full,adj,1,potential,n,2,
,,,7,full,adj,1,range,n,2,
,,,7,full,adj,1,discussion,n,2,
,,,1,functional,adj,1,requirement,n,2,
,,,9,fundamental,adj,1,aspect,n,2,
,,,9,fundamental,adj,1,assumption,n,2,
,,,9,fundamental,adj,1,change,n,2,
,,,9,fundamental,adj,1,component,n,2,
,,,9,fundamental,adj,1,difference,n,2,
,,,9,fundamental,adj,1,importance,n,2,
,,,9,fundamental,adj,1,principle,n,2,
,,,9,fundamental,adj,1,problem,n,2,
,,,9,fundamental,adj,1,question,n,2,
,,,9,further,adj,1,analysis,n,2,
,,,9,further,adj,1,consideration,n,2,
,,,9,further,adj,1,development,n,2,
,,,9,further,adj,1,evidence,n,2,
,,,9,further,adj,1,explanation,n,2,
,,,9,further,adj,1,information,n,2,
,,,9,further,adj,1,investigation,n,2,
,,,9,further,adj,1,research,n,2,
,,,9,further,adj,1,study,n,2,
,,,4,future,adj,1,development,n,2,
,,,4,future,adj,1,prospect,n,2,
,,,4,future,adj,1,research,n,2,
,,,4,future,adj,1,study,n,2,
,,,16,general,adj,1,agreement,n,2,
,,,16,general,adj,1,approach,n,2,
,,,16,general,adj,1,argument,n,2,
,,,16,general,adj,1,aspect,n,2,
,,,16,general,adj,1,category,n,2,
,,,16,general,adj,1,conclusion,n,2,
,,,16,general,adj,1,consensus,n,2,
,,,16,general,adj,1,definition,n,2,
,,,16,general,adj,1,feature,n,2,
,,,16,general,adj,1,formula,n,2,
,,,16,general,adj,1,overview,n,2,
,,,16,general,adj,1,principle,n,2,
,,,16,general,adj,1,statement,n,2,
,,,16,general,adj,1,tendency,n,2,
,,,16,general,adj,1,theory,n,2,
,,,16,general,adj,1,trend,n,2,
,,,1,genetic,adj,1,variation,n,2,
,,,3,geographical,adj,1,area,n,2,
,,,3,geographical,adj,1,distribution,n,2,
,,,3,geographical,adj,1,location,n,2,
,,,2,given,adj,1,information,n,2,
,,,2,given,adj,1,period,n,2,
,,,14,global,adj,1,capitalism,n,2,
,,,14,global,adj,1,context,n,2,
,,,14,global,adj,1,culture,n,2,
,,,14,global,adj,1,economy,n,2,
,,,14,global,adj,1,issue,n,2,
,,,14,global,adj,1,market,n,2,
,,,14,global,adj,1,marketplace,n,2,
,,,14,global,adj,1,medium,n,2,
,,,14,global,adj,1,network,n,2,
,,,14,global,adj,1,perspective,n,2,
,,,14,global,adj,1,shift,n,2,
,,,14,global,adj,1,structure,n,2,
,,,14,global,adj,1,trade,n,2,
,,,14,global,adj,1,village,n,2,
,,,1,graphical,adj,1,representation,n,2,
,,,14,great,adj,1,accuracy,n,2,
,,,14,great,adj,1,diversity,n,2,
,,,14,great,adj,1,impact,n,2,
,,,14,great,adj,1,majority,n,2,
,,,14,great,adj,1,potential,n,2,
,,,14,great,adj,1,proportion,n,2,
,,,14,great,adj,1,range,n,2,
,,,14,great,adj,1,significance,n,2,
,,,14,great,adj,1,autonomy,n,2,
,,,14,great,adj,1,awareness,n,2,
,,,14,great,adj,1,emphasis,n,2,
,,,14,great,adj,1,equality,n,2,
,,,14,great,adj,1,flexibility,n,2,
,,,14,great,adj,1,likelihood,n,2,
,,,2,growing,adj,1,awareness,n,2,
,,,2,growing,adj,1,trend,n,2,
,,,1,guiding,adj,1,principle,n,2,
,,,1,heated,adj,1,debate,n,2,
,,,1,hierarchical,adj,1,structure,n,2,
,,,23,high,adj,1,concentration,n,2,
,,,23,high,adj,1,correlation,n,2,
,,,23,high,adj,1,expectation,n,2,
,,,23,high,adj,1,incidence,n,2,
,,,23,high,adj,1,intensity,n,2,
,,,23,high,adj,1,level,n,2,
,,,23,high,adj,1,order,n,2,
,,,23,high,adj,1,percentage,n,2,
,,,23,high,adj,1,priority,n,2,
,,,23,high,adj,1,probability,n,2,
,,,23,high,adj,1,profile,n,2,
,,,23,high,adj,1,proportion,n,2,
,,,23,high,adj,1,quality,n,2,
,,,23,high,adj,1,rate,n,2,
,,,23,high,adj,1,score,n,2,
,,,23,high,adj,1,standard,n,2,
,,,23,high,adj,1,status,n,2,
,,,23,high,adj,1,turnover,n,2,
,,,23,high,adj,1,unemployment,n,2,
,,,23,high,adj,1,value,n,2,
,,,23,high,adj,1,frequency,n,2,
,,,23,high,adj,1,degree,n,2,
,,,23,high,adj,1,education,n,2,
,,,20,historical,adj,1,account,n,2,
,,,20,historical,adj,1,analysis,n,2,
,,,20,historical,adj,1,background,n,2,
,,,20,historical,adj,1,change,n,2,
,,,20,historical,adj,1,circumstance,n,2,
,,,20,historical,adj,1,context,n,2,
,,,20,historical,adj,1,data,n,2,
,,,20,historical,adj,1,development,n,2,
,,,20,historical,adj,1,event,n,2,
,,,20,historical,adj,1,evidence,n,2,
,,,20,historical,adj,1,factor,n,2,
,,,20,historical,adj,1,interpretation,n,2,
,,,20,historical,adj,1,knowledge,n,2,
,,,20,historical,adj,1,period,n,2,
,,,20,historical,adj,1,perspective,n,2,
,,,20,historical,adj,1,reality,n,2,
,,,20,historical,adj,1,record,n,2,
,,,20,historical,adj,1,root,n,2,
,,,20,historical,adj,1,study,n,2,
,,,20,historical,adj,1,writing,n,2,
,,,1,holistic,adj,1,approach,n,2,
,,,1,homogeneous,adj,1,group,n,2,
,,,1,huge,adj,1,amount,n,2,
,,,5,human,adj,1,activity,n,2,
,,,5,human,adj,1,behaviour,n,2,
,,,5,human,adj,1,interaction,n,2,
,,,5,human,adj,1,society,n,2,
,,,5,human,adj,1,specie,n,2,
,,,1,immediate,adj,1,environment,n,2,
,,,2,imported,adj,1,good,n,2,
,,,2,imported,adj,1,product,n,2,
,,,1,improved,adj,1,performance,n,2,
,,,11,increased,adj,1,awareness,n,2,
,,,11,increased,adj,1,competition,n,2,
,,,11,increased,adj,1,demand,n,2,
,,,11,increased,adj,1,importance,n,2,
,,,11,increased,adj,1,interest,n,2,
,,,11,increased,adj,1,level,n,2,
,,,11,increased,adj,1,number,n,2,
,,,11,increased,adj,1,pressure,n,2,
,,,11,increased,adj,1,production,n,2,
,,,11,increased,adj,1,productivity,n,2,
,,,11,increased,adj,1,risk,n,2,
,,,10,increasing,adj,1,awareness,n,2,
,,,10,increasing,adj,1,complexity,n,2,
,,,10,increasing,adj,1,demand,n,2,
,,,10,increasing,adj,1,emphasis,n,2,
,,,10,increasing,adj,1,importance,n,2,
,,,10,increasing,adj,1,interest,n,2,
,,,10,increasing,adj,1,pressure,n,2,
,,,10,increasing,adj,1,proportion,n,2,
,,,10,increasing,adj,1,tendency,n,2,
,,,10,increasing,adj,1,trend,n,2,
,,,2,independent,adj,1,state,n,2,
,,,2,independent,adj,1,variable,n,2,
,,,2,indigenous,adj,1,people,n,2,
,,,2,indigenous,adj,1,population,n,2,
,,,16,individual,adj,1,behaviour,n,2,
,,,16,individual,adj,1,case,n,2,
,,,16,individual,adj,1,characteristic,n,2,
,,,16,individual,adj,1,choice,n,2,
,,,16,individual,adj,1,component,n,2,
,,,16,individual,adj,1,difference,n,2,
,,,16,individual,adj,1,element,n,2,
,,,16,individual,adj,1,experience,n,2,
,,,16,individual,adj,1,interest,n,2,
,,,16,individual,adj,1,item,n,2,
,,,16,individual,adj,1,need,n,2,
,,,16,individual,adj,1,response,n,2,
,,,16,individual,adj,1,responsibility,n,2,
,,,16,individual,adj,1,right,n,2,
,,,16,individual,adj,1,variable,n,2,
,,,16,individual,adj,1,variation,n,2,
,,,5,industrial,adj,1,capitalism,n,2,
,,,5,industrial,adj,1,country,n,2,
,,,5,industrial,adj,1,development,n,2,
,,,5,industrial,adj,1,production,n,2,
,,,5,industrial,adj,1,society,n,2,
,,,2,industrialized,adj,1,country,n,2,
,,,2,industrialized,adj,1,nation,n,2,
,,,1,infinite,adj,1,number,n,2,
,,,1,informed,adj,1,consent,n,2,
,,,5,initial,adj,1,period,n,2,
,,,5,initial,adj,1,phase,n,2,
,,,5,initial,adj,1,position,n,2,
,,,5,initial,adj,1,research,n,2,
,,,5,initial,adj,1,stage,n,2,
,,,5,institutional,adj,1,arrangement,n,2,
,,,5,institutional,adj,1,context,n,2,
,,,5,institutional,adj,1,framework,n,2,
,,,5,institutional,adj,1,structure,n,2,
,,,5,institutional,adj,1,support,n,2,
,,,1,integral,adj,1,part,n,2,
,,,2,integrated,adj,1,approach,n,2,
,,,2,integrated,adj,1,system,n,2,
,,,2,intellectual,adj,1,property,n,2,
,,,2,intellectual,adj,1,work,n,2,
,,,1,intensive,adj,1,study,n,2,
,,,1,interested,adj,1,party,n,2,
,,,6,internal,adj,1,affair,n,2,
,,,6,internal,adj,1,conflict,n,2,
,,,6,internal,adj,1,control,n,2,
,,,6,internal,adj,1,market,n,2,
,,,6,internal,adj,1,organ,n,2,
,,,6,internal,adj,1,structure,n,2,
,,,8,international,adj,1,agreement,n,2,
,,,8,international,adj,1,body,n,2,
,,,8,international,adj,1,community,n,2,
,,,8,international,adj,1,conference,n,2,
,,,8,international,adj,1,context,n,2,
,,,8,international,adj,1,journal,n,2,
,,,8,international,adj,1,organization,n,2,
,,,8,international,adj,1,treaty,n,2,
,,,2,interpersonal,adj,1,relationship,n,2,
,,,2,interpersonal,adj,1,skill,n,2,
,,,1,intimate,adj,1,relationship,n,2,
,,,1,intrinsic,adj,1,value,n,2,
,,,3,introductory,adj,1,chapter,n,2,
,,,3,introductory,adj,1,section,n,2,
,,,3,introductory,adj,1,text,n,2,
,,,19,key,adj,1,area,n,2,
,,,19,key,adj,1,aspect,n,2,
,,,19,key,adj,1,characteristic,n,2,
,,,19,key,adj,1,component,n,2,
,,,19,key,adj,1,concept,n,2,
,,,19,key,adj,1,element,n,2,
,,,19,key,adj,1,factor,n,2,
,,,19,key,adj,1,feature,n,2,
,,,19,key,adj,1,finding,n,2,
,,,19,key,adj,1,issue,n,2,
,,,19,key,adj,1,objective,n,2,
,,,19,key,adj,1,player,n,2,
,,,19,key,adj,1,policy,n,2,
,,,19,key,adj,1,principle,n,2,
,,,19,key,adj,1,role,n,2,
,,,19,key,adj,1,source,n,2,
,,,19,key,adj,1,text,n,2,
,,,19,key,adj,1,theme,n,2,
,,,19,key,adj,1,topic,n,2,
,,,6,large,adj,1,majority,n,2,
,,,6,large,adj,1,percentage,n,2,
,,,6,large,adj,1,portion,n,2,
,,,6,large,adj,1,proportion,n,2,
,,,6,large,adj,1,quantity,n,2,
,,,6,large,adj,1,range,n,2,
,,,2,late,adj,1,work,n,2,
,,,2,late,adj,1,writing,n,2,
,,,1,leading,adj,1,role,n,2,
,,,1,learning,adj,1,activity,n,2,
,,,13,legal,adj,1,action,n,2,
,,,13,legal,adj,1,basis,n,2,
,,,13,legal,adj,1,framework,n,2,
,,,13,legal,adj,1,issue,n,2,
,,,13,legal,adj,1,obligation,n,2,
,,,13,legal,adj,1,position,n,2,
,,,13,legal,adj,1,proceeding,n,2,
,,,13,legal,adj,1,protection,n,2,
,,,13,legal,adj,1,requirement,n,2,
,,,13,legal,adj,1,right,n,2,
,,,13,legal,adj,1,rule,n,2,
,,,13,legal,adj,1,status,n,2,
,,,13,legal,adj,1,system,n,2,
,,,2,legislative,adj,1,measure,n,2,
,,,2,legislative,adj,1,power,n,2,
,,,1,liberal,adj,1,democracy,n,2,
,,,1,lifelong,adj,1,learning,n,2,
,,,2,likely,adj,1,impact,n,2,
,,,2,likely,adj,1,outcome,n,2,
,,,6,limited,adj,1,access,n,2,
,,,6,limited,adj,1,capacity,n,2,
,,,6,limited,adj,1,information,n,2,
,,,6,limited,adj,1,opportunity,n,2,
,,,6,limited,adj,1,range,n,2,
,,,6,limited,adj,1,resource,n,2,
,,,1,linear,adj,1,relationship,n,2,
,,,3,literal,adj,1,interpretation,n,2,
,,,3,literal,adj,1,meaning,n,2,
,,,3,literal,adj,1,sense,n,2,
,,,2,literary,adj,1,text,n,2,
,,,2,literary,adj,1,tradition,n,2,
,,,5,little,adj,1,evidence,n,2,
,,,5,little,adj,1,impact,n,2,
,,,5,little,adj,1,information,n,2,
,,,5,little,adj,1,research,n,2,
,,,5,little,adj,1,significance,n,2,
,,,3,living,adj,1,condition,n,2,
,,,3,living,adj,1,organism,n,2,
,,,3,living,adj,1,standard,n,2,
,,,7,local,adj,1,area,n,2,
,,,7,local,adj,1,authority,n,2,
,,,7,local,adj,1,circumstance,n,2,
,,,7,local,adj,1,community,n,2,
,,,7,local,adj,1,culture,n,2,
,,,7,local,adj,1,economy,n,2,
,,,7,local,adj,1,government,n,2,
,,,3,logical,adj,1,approach,n,2,
,,,3,logical,adj,1,argument,n,2,
,,,3,logical,adj,1,conclusion,n,2,
,,,1,long,adj,1,duration,n,2,
,,,1,longitudinal,adj,1,study,n,2,
,,,13,low,adj,1,income,n,2,
,,,13,low,adj,1,intensity,n,2,
,,,13,low,adj,1,level,n,2,
,,,13,low,adj,1,percentage,n,2,
,,,13,low,adj,1,priority,n,2,
,,,13,low,adj,1,probability,n,2,
,,,13,low,adj,1,profile,n,2,
,,,13,low,adj,1,quality,n,2,
,,,13,low,adj,1,status,n,2,
,,,13,low,adj,1,turnover,n,2,
,,,13,low,adj,1,unemployment,n,2,
,,,13,low,adj,1,class,n,2,
,,,13,low,adj,1,frequency,n,2,
,,,16,main,adj,1,area,n,2,
,,,16,main,adj,1,argument,n,2,
,,,16,main,adj,1,category,n,2,
,,,16,main,adj,1,characteristic,n,2,
,,,16,main,adj,1,component,n,2,
,,,16,main,adj,1,element,n,2,
,,,16,main,adj,1,factor,n,2,
,,,16,main,adj,1,feature,n,2,
,,,16,main,adj,1,finding,n,2,
,,,16,main,adj,1,focus,n,2,
,,,16,main,adj,1,function,n,2,
,,,16,main,adj,1,issue,n,2,
,,,16,main,adj,1,principle,n,2,
,,,16,main,adj,1,source,n,2,
,,,16,main,adj,1,task,n,2,
,,,16,main,adj,1,theme,n,2,
,,,24,major,adj,1,advantage,n,2,
,,,24,major,adj,1,area,n,2,
,,,24,major,adj,1,cause,n,2,
,,,24,major,adj,1,challenge,n,2,
,,,24,major,adj,1,change,n,2,
,,,24,major,adj,1,component,n,2,
,,,24,major,adj,1,concern,n,2,
,,,24,major,adj,1,contribution,n,2,
,,,24,major,adj,1,decision,n,2,
,,,24,major,adj,1,difference,n,2,
,,,24,major,adj,1,factor,n,2,
,,,24,major,adj,1,feature,n,2,
,,,24,major,adj,1,focus,n,2,
,,,24,major,adj,1,impact,n,2,
,,,24,major,adj,1,implication,n,2,
,,,24,major,adj,1,influence,n,2,
,,,24,major,adj,1,issue,n,2,
,,,24,major,adj,1,part,n,2,
,,,24,major,adj,1,problem,n,2,
,,,24,major,adj,1,reason,n,2,
,,,24,major,adj,1,role,n,2,
,,,24,major,adj,1,shift,n,2,
,,,24,major,adj,1,source,n,2,
,,,24,major,adj,1,theme,n,2,
,,,1,male,adj,1,dominance,n,2,
,,,1,manual,adj,1,worker,n,2,
,,,1,manufacturing,adj,1,sector,n,2,
,,,1,marked,adj,1,contrast,n,2,
,,,1,maximum,adj,1,duration,n,2,
,,,1,mean,adj,1,score,n,2,
,,,1,meaningful,adj,1,way,n,2,
,,,2,medical,adj,1,assistance,n,2,
,,,2,medical,adj,1,treatment,n,2,
,,,3,mental,adj,1,health,n,2,
,,,3,mental,adj,1,illness,n,2,
,,,3,mental,adj,1,state,n,2,
,,,3,methodological,adj,1,approach,n,2,
,,,3,methodological,adj,1,issue,n,2,
,,,3,methodological,adj,1,problem,n,2,
,,,1,metropolitan,adj,1,area,n,2,
,,,2,middle,adj,1,income,n,2,
,,,2,middle,adj,1,management,n,2,
,,,1,migrant,adj,1,worker,n,2,
,,,4,military,adj,1,action,n,2,
,,,4,military,adj,1,force,n,2,
,,,4,military,adj,1,power,n,2,
,,,4,military,adj,1,service,n,2,
,,,5,minimum,adj,1,level,n,2,
,,,5,minimum,adj,1,requirement,n,2,
,,,5,minimum,adj,1,standard,n,2,
,,,5,minimum,adj,1,value,n,2,
,,,5,minimum,adj,1,wage,n,2,
,,,2,minor,adj,1,change,n,2,
,,,2,minor,adj,1,role,n,2,
,,,1,missing,adj,1,data,n,2,
,,,4,modern,adj,1,culture,n,2,
,,,4,modern,adj,1,method,n,2,
,,,4,modern,adj,1,society,n,2,
,,,4,modern,adj,1,technology,n,2,
,,,2,modified,adj,1,form,n,2,
,,,2,modified,adj,1,version,n,2,
,,,3,moral,adj,1,dilemma,n,2,
,,,3,moral,adj,1,philosophy,n,2,
,,,3,moral,adj,1,principle,n,2,
,,,2,multiple,adj,1,identity,n,2,
,,,2,multiple,adj,1,source,n,2,
,,,1,municipal,adj,1,government,n,2,
,,,4,mutual,adj,1,recognition,n,2,
,,,4,mutual,adj,1,support,n,2,
,,,4,mutual,adj,1,trust,n,2,
,,,4,mutual,adj,1,understanding,n,2,
,,,2,narrow,adj,1,definition,n,2,
,,,2,narrow,adj,1,range,n,2,
,,,19,national,adj,1,average,n,2,
,,,19,national,adj,1,boundary,n,2,
,,,19,national,adj,1,conference,n,2,
,,,19,national,adj,1,culture,n,2,
,,,19,national,adj,1,economy,n,2,
,,,19,national,adj,1,government,n,2,
,,,19,national,adj,1,identity,n,2,
,,,19,national,adj,1,income,n,2,
,,,19,national,adj,1,institution,n,2,
,,,19,national,adj,1,interest,n,2,
,,,19,national,adj,1,language,n,2,
,,,19,national,adj,1,legislation,n,2,
,,,19,national,adj,1,market,n,2,
,,,19,national,adj,1,medium,n,2,
,,,19,national,adj,1,movement,n,2,
,,,19,national,adj,1,policy,n,2,
,,,19,national,adj,1,press,n,2,
,,,19,national,adj,1,security,n,2,
,,,19,national,adj,1,survey,n,2,
,,,1,native,adj,1,speaker,n,2,
,,,14,natural,adj,1,condition,n,2,
,,,14,natural,adj,1,disaster,n,2,
,,,14,natural,adj,1,environment,n,2,
,,,14,natural,adj,1,history,n,2,
,,,14,natural,adj,1,language,n,2,
,,,14,natural,adj,1,law,n,2,
,,,14,natural,adj,1,order,n,2,
,,,14,natural,adj,1,philosophy,n,2,
,,,14,natural,adj,1,process,n,2,
,,,14,natural,adj,1,resource,n,2,
,,,14,natural,adj,1,right,n,2,
,,,14,natural,adj,1,science,n,2,
,,,14,natural,adj,1,tendency,n,2,
,,,14,natural,adj,1,world,n,2,
,,,1,necessary,adj,1,information,n,2,
,,,13,negative,adj,1,aspect,n,2,
,,,13,negative,adj,1,attitude,n,2,
,,,13,negative,adj,1,connotation,n,2,
,,,13,negative,adj,1,consequence,n,2,
,,,13,negative,adj,1,correlation,n,2,
,,,13,negative,adj,1,effect,n,2,
,,,13,negative,adj,1,feedback,n,2,
,,,13,negative,adj,1,impact,n,2,
,,,13,negative,adj,1,outcome,n,2,
,,,13,negative,adj,1,side,n,2,
,,,13,negative,adj,1,stereotype,n,2,
,,,13,negative,adj,1,value,n,2,
,,,13,negative,adj,1,view,n,2,
,,,3,new,adj,1,initiative,n,2,
,,,3,new,adj,1,insight,n,2,
,,,3,new,adj,1,perspective,n,2,
,,,3,next,adj,1,decade,n,2,
,,,3,next,adj,1,generation,n,2,
,,,3,next,adj,1,phase,n,2,
,,,4,normal,adj,1,condition,n,2,
,,,4,normal,adj,1,development,n,2,
,,,4,normal,adj,1,distribution,n,2,
,,,4,normal,adj,1,practice,n,2,
,,,1,notable,adj,1,exception,n,2,
,,,5,nuclear,adj,1,energy,n,2,
,,,5,nuclear,adj,1,family,n,2,
,,,5,nuclear,adj,1,power,n,2,
,,,5,nuclear,adj,1,war,n,2,
,,,5,nuclear,adj,1,weapon,n,2,
,,,2,numerical,adj,1,data,n,2,
,,,2,numerical,adj,1,value,n,2,
,,,1,numerous,adj,1,study,n,2,
,,,2,objective,adj,1,criterion,n,2,
,,,2,objective,adj,1,reality,n,2,
,,,4,obvious,adj,1,difference,n,2,
,,,4,obvious,adj,1,example,n,2,
,,,4,obvious,adj,1,point,n,2,
,,,4,obvious,adj,1,reason,n,2,
,,,1,official,adj,1,statistic,n,2,
,,,2,ongoing,adj,1,debate,n,2,
,,,2,ongoing,adj,1,process,n,2,
,,,4,online,adj,1,access,n,2,
,,,4,online,adj,1,database,n,2,
,,,4,online,adj,1,journal,n,2,
,,,4,online,adj,1,version,n,2,
,,,1,open,adj,1,access,n,2,
,,,2,opening,adj,1,chapter,n,2,
,,,2,opening,adj,1,section,n,2,
,,,1,optimal,adj,1,solution,n,2,
,,,2,oral,adj,1,history,n,2,
,,,2,oral,adj,1,presentation,n,2,
,,,1,organising,adj,1,principle,n,2,
,,,1,organizational,adj,1,structure,n,2,
,,,12,original,adj,1,author,n,2,
,,,12,original,adj,1,context,n,2,
,,,12,original,adj,1,data,n,2,
,,,12,original,adj,1,intent,n,2,
,,,12,original,adj,1,meaning,n,2,
,,,12,original,adj,1,model,n,2,
,,,12,original,adj,1,position,n,2,
,,,12,original,adj,1,research,n,2,
,,,12,original,adj,1,source,n,2,
,,,12,original,adj,1,text,n,2,
,,,12,original,adj,1,version,n,2,
,,,12,original,adj,1,work,n,2,
,,,7,overall,adj,1,aim,n,2,
,,,7,overall,adj,1,effect,n,2,
,,,7,overall,adj,1,level,n,2,
,,,7,overall,adj,1,performance,n,2,
,,,7,overall,adj,1,picture,n,2,
,,,7,overall,adj,1,rate,n,2,
,,,7,overall,adj,1,structure,n,2,
,,,1,overwhelming,adj,1,majority,n,2,
,,,1,paid,adj,1,employment,n,2,
,,,1,paramount,adj,1,importance,n,2,
,,,7,particular,adj,1,area,n,2,
,,,7,particular,adj,1,aspect,n,2,
,,,7,particular,adj,1,emphasis,n,2,
,,,7,particular,adj,1,feature,n,2,
,,,7,particular,adj,1,focus,n,2,
,,,7,particular,adj,1,individual,n,2,
,,,7,particular,adj,1,meaning,n,2,
,,,1,past,adj,1,research,n,2,
,,,3,perceived,adj,1,importance,n,2,
,,,3,perceived,adj,1,need,n,2,
,,,3,perceived,adj,1,threat,n,2,
,,,14,personal,adj,1,choice,n,2,
,,,14,personal,adj,1,circumstance,n,2,
,,,14,personal,adj,1,communication,n,2,
,,,14,personal,adj,1,contact,n,2,
,,,14,personal,adj,1,control,n,2,
,,,14,personal,adj,1,experience,n,2,
,,,14,personal,adj,1,information,n,2,
,,,14,personal,adj,1,interest,n,2,
,,,14,personal,adj,1,knowledge,n,2,
,,,14,personal,adj,1,quality,n,2,
,,,14,personal,adj,1,relationship,n,2,
,,,14,personal,adj,1,responsibility,n,2,
,,,14,personal,adj,1,safety,n,2,
,,,14,personal,adj,1,space,n,2,
,,,16,physical,adj,1,activity,n,2,
,,,16,physical,adj,1,appearance,n,2,
,,,16,physical,adj,1,characteristic,n,2,
,,,16,physical,adj,1,contact,n,2,
,,,16,physical,adj,1,development,n,2,
,,,16,physical,adj,1,environment,n,2,
,,,16,physical,adj,1,feature,n,2,
,,,16,physical,adj,1,health,n,2,
,,,16,physical,adj,1,need,n,2,
,,,16,physical,adj,1,presence,n,2,
,,,16,physical,adj,1,property,n,2,
,,,16,physical,adj,1,proximity,n,2,
,,,16,physical,adj,1,science,n,2,
,,,16,physical,adj,1,space,n,2,
,,,16,physical,adj,1,symptom,n,2,
,,,16,physical,adj,1,world,n,2,
,,,1,pioneering,adj,1,work,n,2,
,,,1,pivotal,adj,1,role,n,2,
,,,1,plausible,adj,1,explanation,n,2,
,,,39,political,adj,1,activism,n,2,
,,,39,political,adj,1,activity,n,2,
,,,39,political,adj,1,agenda,n,2,
,,,39,political,adj,1,arena,n,2,
,,,39,political,adj,1,authority,n,2,
,,,39,political,adj,1,circumstance,n,2,
,,,39,political,adj,1,climate,n,2,
,,,39,political,adj,1,conflict,n,2,
,,,39,political,adj,1,consciousness,n,2,
,,,39,political,adj,1,consensus,n,2,
,,,39,political,adj,1,consequence,n,2,
,,,39,political,adj,1,consideration,n,2,
,,,39,political,adj,1,context,n,2,
,,,39,political,adj,1,culture,n,2,
,,,39,political,adj,1,debate,n,2,
,,,39,political,adj,1,dimension,n,2,
,,,39,political,adj,1,economy,n,2,
,,,39,political,adj,1,environment,n,2,
,,,39,political,adj,1,factor,n,2,
,,,39,political,adj,1,identity,n,2,
,,,39,political,adj,1,ideology,n,2,
,,,39,political,adj,1,implication,n,2,
,,,39,political,adj,1,instability,n,2,
,,,39,political,adj,1,institution,n,2,
,,,39,political,adj,1,leader,n,2,
,,,39,political,adj,1,mobilization,n,2,
,,,39,political,adj,1,movement,n,2,
,,,39,political,adj,1,organization,n,2,
,,,39,political,adj,1,participation,n,2,
,,,39,political,adj,1,party,n,2,
,,,39,political,adj,1,philosophy,n,2,
,,,39,political,adj,1,reality,n,2,
,,,39,political,adj,1,reform,n,2,
,,,39,political,adj,1,representation,n,2,
,,,39,political,adj,1,significance,n,2,
,,,39,political,adj,1,spectrum,n,2,
,,,39,political,adj,1,stability,n,2,
,,,39,political,adj,1,status,n,2,
,,,39,political,adj,1,structure,n,2,
,,,2,popular,adj,1,culture,n,2,
,,,2,popular,adj,1,medium,n,2,
,,,17,positive,adj,1,action,n,2,
,,,17,positive,adj,1,aspect,n,2,
,,,17,positive,adj,1,attitude,n,2,
,,,17,positive,adj,1,connotation,n,2,
,,,17,positive,adj,1,correlation,n,2,
,,,17,positive,adj,1,discrimination,n,2,
,,,17,positive,adj,1,effect,n,2,
,,,17,positive,adj,1,feature,n,2,
,,,17,positive,adj,1,feedback,n,2,
,,,17,positive,adj,1,image,n,2,
,,,17,positive,adj,1,impact,n,2,
,,,17,positive,adj,1,influence,n,2,
,,,17,positive,adj,1,outcome,n,2,
,,,17,positive,adj,1,relationship,n,2,
,,,17,positive,adj,1,result,n,2,
,,,17,positive,adj,1,value,n,2,
,,,17,positive,adj,1,view,n,2,
,,,4,possible,adj,1,consequence,n,2,
,,,4,possible,adj,1,explanation,n,2,
,,,4,possible,adj,1,outcome,n,2,
,,,4,possible,adj,1,source,n,2,
,,,9,potential,adj,1,benefit,n,2,
,,,9,potential,adj,1,conflict,n,2,
,,,9,potential,adj,1,customer,n,2,
,,,9,potential,adj,1,harm,n,2,
,,,9,potential,adj,1,impact,n,2,
,,,9,potential,adj,1,problem,n,2,
,,,9,potential,adj,1,risk,n,2,
,,,9,potential,adj,1,source,n,2,
,,,9,potential,adj,1,value,n,2,
,,,4,powerful,adj,1,force,n,2,
,,,4,powerful,adj,1,group,n,2,
,,,4,powerful,adj,1,influence,n,2,
,,,4,powerful,adj,1,tool,n,2,
,,,4,practical,adj,1,consideration,n,2,
,,,4,practical,adj,1,difficulty,n,2,
,,,4,practical,adj,1,issue,n,2,
,,,4,practical,adj,1,significance,n,2,
,,,3,preceding,adj,1,chapter,n,2,
,,,3,preceding,adj,1,discussion,n,2,
,,,3,preceding,adj,1,section,n,2,
,,,2,precise,adj,1,definition,n,2,
,,,2,precise,adj,1,nature,n,2,
,,,1,predictive,adj,1,power,n,2,
,,,1,preferential,adj,1,treatment,n,2,
,,,3,preliminary,adj,1,data,n,2,
,,,3,preliminary,adj,1,finding,n,2,
,,,3,preliminary,adj,1,result,n,2,
